ds,y,wd
2019/2/28,156857.5374,15
2019/3/1,154725.7016,16
2019/3/2,160853.4585,15
2019/3/3,160882.5892,13
2019/3/4,161177.8584,13
2019/3/5,169789.1254,15
2019/3/6,167057.2814,14
2019/3/7,168374.6013,13
2019/3/8,172769.9814,13
2019/3/9,172331.9725,13
2019/3/10,168814.2593,12
2019/3/11,165415.1057,14
2019/3/12,172020.0693,14
2019/3/13,173990.432,17
2019/3/14,175021.3907,18
2019/3/15,171735.3364,14
2019/3/16,172029.5147,17
2019/3/17,167977.7927,17
2019/3/18,166945.5187,17
2019/3/19,176711.3449,19
2019/3/20,176892.6089,22
2019/3/21,172318.4959,22
2019/3/22,174624.5104,18
2019/3/23,20960.2976,13
2019/3/24,21907.3593,12
2019/3/25,167457.2383,14
2019/3/26,169293.9183,18
2019/3/27,172968.3056,20
2019/3/28,170953.6686,21
2019/3/29,176504.2968,21
2019/3/30,175118.0999,20
2019/3/31,174469.5639,18
2019/4/1,172163.6417,16
2019/4/2,175735.8599,17
2019/4/3,176185.8136,20
2019/4/4,169846.5202,17
2019/4/5,145659.4946,18
2019/4/6,138148.1703,21
2019/4/7,163148.6081,22
2019/4/8,174960.8996,24
2019/4/9,178699.3251,24
2019/4/10,184145.8277,22
2019/4/11,183610.511,23
2019/4/12,175230.1606,16
2019/4/13,178430.2146,17
2019/4/14,177684.6658,20
2019/4/15,174284.7743,20
2019/4/16,177750.099,19
2019/4/17,173388.1744,20
2019/4/18,178366.018,22
2019/4/19,179286.4421,22
2019/4/20,177868.4275,20
2019/4/21,177088.7159,23
2019/4/22,174861.8473,24
2019/4/23,185017.0612,24
2019/4/24,186005.3839,25
2019/4/25,185541.7804,25
2019/4/26,186752.4113,25
2019/4/27,181737.8476,22
2019/4/28,181524.8625,22
2019/4/29,182207.6344,23
2019/4/30,177359.9358,21
2019/5/1,140568.8922,19
2019/5/2,132949.2887,20
2019/5/3,149854.9935,20
2019/5/4,168234.6326,21
2019/5/5,174044.4072,18
2019/5/6,177423.4152,19
2019/5/7,178924.0829,19
2019/5/8,176756.6676,19
2019/5/9,179439.6591,20
2019/5/10,179398.1248,23
2019/5/11,177877.1419,24
2019/5/12,176193.7031,23
2019/5/13,181895.3807,25
2019/5/14,186388.1927,26
2019/5/15,189413.8553,26
2019/5/16,188139.3009,26
2019/5/17,190058.2003,27
2019/5/18,189447.4578,27
2019/5/19,188395.5444,24
2019/5/20,187338.092,24
2019/5/21,188757.3037,24
2019/5/22,186222.0473,24
2019/5/23,187596.3818,23
2019/5/24,185413.4975,24
2019/5/25,184082.1689,25
2019/5/26,181698.2178,24
2019/5/27,179842.6771,24
2019/5/28,185552.5581,24
2019/5/29,185666.4611,24
2019/5/30,182257.8352,24
2019/5/31,181998.3471,25
2019/6/1,181506.6963,25
2019/6/2,178646.5657,25
2019/6/3,181462.5978,25
2019/6/4,186675.4955,26
2019/6/5,184786.0399,26
2019/6/6,187724.3935,26
2019/6/7,161427.2886,28
2019/6/8,24168.7916,28
2019/6/9,27794.486,27
2019/6/10,14544.3662,24
2019/6/11,14805.9095,25
2019/6/12,184811.4713,24
2019/6/13,185160.1408,25
2019/6/14,79784.2862,25
2019/6/15,6394.1184,25
2019/6/16,6308.0306,26
2019/6/17,106685.1559,26
2019/6/18,167119.7244,26
2019/6/19,181745.128,27
2019/6/20,188749.3778,28
2019/6/21,188026.9756,28
2019/6/22,188894.7358,29
2019/6/23,189142.8252,26
2019/6/24,184763.5936,25
2019/6/25,183170.414,26
2019/6/26,180101.7997,26
2019/6/27,176487.2826,27
2019/6/28,182144.9511,28
2019/6/29,181676.298,28
2019/6/30,183147.7768,28
2019/7/1,180371.0188,28
2019/7/2,184778.1792,25
2019/7/3,186628.3555,26
2019/7/4,187062.0417,26
2019/7/5,188415.2012,28
2019/7/6,21572.9479,28
2019/7/7,192286.1245,28
2019/7/8,191845.0927,28
2019/7/9,192788.9197,25
2019/7/10,193455.7647,26
2019/7/11,128701.0374,26
2019/7/12,184550.7471,27
2019/7/13,189211.0285,28
2019/7/14,186679.778,28
2019/7/15,184864.9126,27
2019/7/16,189094.4702,28
2019/7/17,193015.8333,29
2019/7/18,191333.5039,28
2019/7/19,114698.4751,28
2019/7/20,29334.7317,27
2019/7/21,12408.7041,27
2019/7/22,53465.1683,26
2019/7/23,188811.1406,26
2019/7/24,188303.0675,26
2019/7/25,187368.7647,27
2019/7/26,189530.056,27
2019/7/27,187443.7267,27
2019/7/28,178422.6427,27
2019/7/29,39164.4258,28
2019/7/30,189086.3744,26
2019/7/31,189926.0966,26
2019/8/1,185937.4664,25
2019/8/2,185706.4974,25
2019/8/3,183203.9299,25
2019/8/4,185928.6446,27
2019/8/5,185843.0141,27
2019/8/6,190488.685,28
2019/8/7,192521.5419,27
2019/8/8,193733.5793,28
2019/8/9,194751.8567,28
2019/8/10,195094.9587,28
2019/8/11,192366.3915,28
2019/8/12,187035.6787,27
2019/8/13,191027.9529,27
2019/8/14,190823.7315,27
2019/8/15,189818.0745,26
2019/8/16,186711.2782,27
2019/8/17,185093.6888,26
2019/8/18,184624.164,25
2019/8/19,182402.207,25
2019/8/20,186721.7491,26
2019/8/21,188510.0244,27
2019/8/22,188126.1203,28
2019/8/23,189789.5647,27
2019/8/24,187886.6212,27
2019/8/25,188517.9311,26
2019/8/26,182112.6398,25
2019/8/27,184689.6922,27
2019/8/28,189301.0264,27
2019/8/29,191991.3826,26
2019/8/30,189964.6821,26
2019/8/31,189206.7666,25
2019/9/1,180580.6219,25
2019/9/2,178550.8723,25
2019/9/3,185966.197,24
2019/9/4,187881.1991,25
2019/9/5,189551.2219,25
2019/9/6,189502.3076,26
2019/9/7,191420.0924,27
2019/9/8,191679.4069,27
2019/9/9,190098.9061,26
2019/9/10,193486.4175,27
2019/9/11,194407.1919,27
2019/9/12,192885.5919,26
2019/9/13,157964.5638,27
2019/9/14,146192.74,27
2019/9/15,170312.5247,26
2019/9/16,185514.1689,25
2019/9/17,190817.518,26
2019/9/18,189520.6577,25
2019/9/19,189126.8403,24
2019/9/20,188460.5766,23
2019/9/21,187278.6783,23
2019/9/22,185567.1539,22
2019/9/23,183037.5506,21
2019/9/24,187048.3207,23
2019/9/25,186279.3885,23
2019/9/26,186895.2958,23
2019/9/27,187102.3225,23
2019/9/28,185903.8307,23
2019/9/29,187970.4652,23
2019/9/30,180964.7347,22
2019/10/1,151577.8166,24
2019/10/2,140540.3509,25
2019/10/3,154681.977,26
2019/10/4,168186.2382,25
2019/10/5,181502.0729,25
2019/10/6,183264.1297,23
2019/10/7,184773.4776,23
2019/10/8,187213.5198,24
2019/10/9,187006.3688,23
2019/10/10,188250.0386,25
2019/10/11,180246.2642,25
2019/10/12,188496.0947,24
2019/10/13,179078.6875,23
2019/10/14,186870.8151,23
2019/10/15,189037.763,23
2019/10/16,186122.8801,23
2019/10/17,184255.5598,21
2019/10/18,186919.2368,20
2019/10/19,179063.7828,22
2019/10/20,182542.93,22
2019/10/21,177685.4768,21
2019/10/22,185056.9873,22
2019/10/23,183908.3369,22
2019/10/24,184459.7251,22
2019/10/25,183637.3364,21
2019/10/26,165627.0738,21
2019/10/27,176103.6013,20
2019/10/28,171187.7403,19
2019/10/29,178623.6553,17
2019/10/30,179424.1647,17
2019/10/31,178043.6213,19
2019/11/1,175520.7543,20
2019/11/2,178730.9798,23
2019/11/3,179327.5855,20
2019/11/4,177123.9007,18
2019/11/5,180332.3572,17
2019/11/6,180175.2863,18
2019/11/7,178462.7116,17
2019/11/8,179748.6503,17
2019/11/9,95670.1712,17
2019/11/10,178769.0729,16
2019/11/11,176610.1573,17
2019/11/12,177098.0793,19
2019/11/13,182581.9972,16
2019/11/14,182585.6018,16
2019/11/15,181695.2429,18
2019/11/16,179337.643,20
2019/11/17,174528.8449,18
2019/11/18,175109.5322,14
2019/11/19,180502.996,14
2019/11/20,179884.8136,15
2019/11/21,180554.7691,17
2019/11/22,180488.3211,17
2019/11/23,179759.3549,17
2019/11/24,177095.5912,17
2019/11/25,176279.9001,16
2019/11/26,178360.8697,18
2019/11/27,176812.4959,15
2019/11/28,179492.8319,12
2019/11/29,178359.6725,12
2019/11/30,174934.12,13
2019/12/1,170172.8114,13
2019/12/2,106394.761,10
2019/12/3,177965.323,10
2019/12/4,172053.5081,11
2019/12/5,178652.6971,13
2019/12/6,141541.1325,9
2019/12/7,176981.7229,8
2019/12/8,177040.8974,10
2019/12/9,174492.5449,10
2019/12/10,169623.5734,10
2019/12/11,178690.1399,10
2019/12/12,162843.0194,12
2019/12/13,178226.3158,15
2019/12/14,175773.2696,14
2019/12/15,173440.4307,15
2019/12/16,170619.7009,19
2019/12/17,176759.7056,19
2019/12/18,178780.3249,16
2019/12/19,178465.3283,13
2019/12/20,177494.6391,13
2019/12/21,176585.9332,13
2019/12/22,172634.3754,16
2019/12/23,172332.4003,15
2019/12/24,177510.6081,18
2019/12/25,176857.0062,16
2019/12/26,176699.6561,11
2019/12/27,175725.4877,10
2019/12/28,175040.393,12
2019/12/29,172558.8862,15
2019/12/30,169977.044,14
2019/12/31,167266.9832,14
2020/1/1,152714.7226,14
2020/1/2,145938.4952,15
2020/1/3,169418.0232,15
2020/1/4,168123.8435,16
2020/1/5,167247.7736,16
2020/1/6,163996.416,20
2020/1/7,165241.4162,16
2020/1/8,164352.7876,15
2020/1/9,156386.3624,17
2020/1/10,159498.7155,19
2020/1/11,156068.4,11
2020/1/12,149866.365,9
2020/1/13,137051.2702,12
2020/1/14,141513.9572,15
2020/1/15,137289.4809,14
2020/1/16,130219.4563,13
2020/1/17,124113.543,10
2020/1/18,115422.725,12
2020/1/19,111887.6938,12
2020/1/20,109013.1209,12
2020/1/21,100732.1608,15
2020/1/22,103308.4397,18
2020/1/23,96347.4838,19
2020/1/24,95020.7545,19
2020/1/25,94214.5625,11
2020/1/26,82534.7293,7
2020/1/27,88875.4993,7
2020/1/28,93474.9121,7
2020/1/29,93761.0831,8
2020/1/30,90741.592,8
2020/1/31,94016.2746,8
2020/2/1,90450.5695,10
2020/2/2,92974.0362,14
2020/2/3,92607.4482,11
2020/2/4,99733.7412,11
2020/2/5,99353.7787,13
2020/2/6,99405.6402,14
2020/2/7,99718.4341,12
2020/2/8,98202.0121,13
2020/2/9,99261.4104,12
2020/2/10,94668.0488,14
2020/2/11,103539.7533,14
2020/2/12,66135.7041,16
2020/2/13,106098.7912,17
2020/2/14,104740.4325,19
2020/2/15,106495.3613,8
2020/2/16,105895.2897,6
2020/2/17,106676.5918,6
2020/2/18,108664.3437,8
2020/2/19,109399.5455,10
2020/2/20,107611.1798,12
2020/2/21,103827.3696,14
2020/2/22,107133.5684,15
2020/2/23,109846.5243,16
2020/2/24,114583.1667,18
2020/2/25,113879.3869,18
2020/2/26,122963.8677,19
2020/2/27,126866.6823,18
2020/2/28,129473.3072,19
2020/2/29,130443.2865,18
2020/3/1,130207.7811,19
2020/3/2,135105.9956,18
2020/3/3,139242.6988,18
2020/3/4,141070.6388,13
2020/3/5,144089.8047,14
2020/3/6,144816.2204,18
2020/3/7,147608.459,18
2020/3/8,152309.6858,22
2020/3/9,152109.0966,18
2020/3/10,156656.348,16
2020/3/11,157682.5316,18
2020/3/12,156728.3818,18
2020/3/13,160578.5966,18
2020/3/14,159389.0437,16
2020/3/15,160035.815,17
2020/3/16,156402.0891,19
2020/3/17,164561.9821,20
2020/3/18,166884.5869,18
2020/3/19,167198.5478,19
2020/3/20,165786.6662,21
2020/3/21,167034.6368,21
2020/3/22,158857.8904,21
2020/3/23,168411.5561,22
2020/3/24,172603.8794,22
2020/3/25,174557.6634,22
2020/3/26,174949.8225,20
2020/3/27,172483.6606,17
2020/3/28,172800.7242,17
2020/3/29,171753.6087,18
2020/3/30,170403.8894,13
2020/3/31,168172.898,13
2020/4/1,169347.4085,14
2020/4/2,171881.1423,14
2020/4/3,165251.196,16
2020/4/4,147912.0923,15
2020/4/5,140984.9761,15
2020/4/6,157931.6361,14
2020/4/7,169652.3698,16
2020/4/8,173859.9321,17
2020/4/9,173623.3756,19
2020/4/10,173268.7679,19
2020/4/11,173052.3004,15
2020/4/12,169004.8076,11
2020/4/13,169132.2806,15
2020/4/14,172385.5882,15
2020/4/15,172368.0641,16
2020/4/16,171058.7575,18
2020/4/17,170134.4205,21
2020/4/18,170629.4044,22
2020/4/19,169028.4909,23
2020/4/20,168489.677,24
2020/4/21,175821.4727,21
2020/4/22,174098.0642,18
2020/4/23,170613.7892,16
2020/4/24,169652.6028,15
2020/4/25,169165.1443,17
2020/4/26,168641.0659,19
2020/4/27,167647.1917,19
2020/4/28,174642.1691,20
2020/4/29,172628.9118,21
2020/4/30,170148.2844,22
2020/5/1,145786.2186,23
2020/5/2,135998.4767,25
2020/5/3,148969.4267,25
2020/5/4,161647.0148,26
2020/5/5,174809.6207,27
2020/5/6,178933.8606,27
2020/5/7,187386.3875,28
2020/5/8,188570.9734,28
2020/5/9,188328.0189,27
2020/5/10,188072.1539,25
2020/5/11,181148.3337,24
2020/5/12,182935.9425,24
2020/5/13,184959.6897,26
2020/5/14,184864.3645,25
2020/5/15,185685.0193,26
2020/5/16,182535.6421,26
2020/5/17,173719.8302,24
2020/5/18,174949.0193,24
2020/5/19,181467.8943,24
2020/5/20,185120.854,25
2020/5/21,184720.9367,25
2020/5/22,184179.3315,25
2020/5/23,181434.3208,24
2020/5/24,181677.5595,25
2020/5/25,180505.7748,25
2020/5/26,183274.4863,26
2020/5/27,180267.6361,25
2020/5/28,184271.7132,25
2020/5/29,184123.3453,25
2020/5/30,182718.6767,26
2020/5/31,180182.2357,26
2020/6/1,176093.2064,26
2020/6/2,179018.5804,26
2020/6/3,180188.9825,25
2020/6/4,183768.0563,26
2020/6/5,187143.2189,25
2020/6/6,184879.5371,25
2020/6/7,180758.2228,25
2020/6/8,182047.4454,26
2020/6/9,184335.6943,26
2020/6/10,182934.6238,26
2020/6/11,185475.3015,27
2020/6/12,186727.0829,27
2020/6/13,187564.979,26
2020/6/14,182006.3762,25
2020/6/15,174875.9907,26
2020/6/16,183226.5232,26
2020/6/17,181724.7428,25
2020/6/18,186272.3587,26
2020/6/19,188315.6773,27
2020/6/20,186879.1605,27
2020/6/21,184915.6099,28
2020/6/22,185075.4973,28
2020/6/23,186934.4461,29
2020/6/24,189427.7404,28
2020/6/25,163916.5513,27
2020/6/26,157005.1495,27
2020/6/27,177793.4429,27
2020/6/28,183615.708,28
2020/6/29,188074.5849,28
2020/6/30,188162.534,28
2020/7/1,188376.8113,26
2020/7/2,187409.2999,27
2020/7/3,12092.6731,27
2020/7/4,187703.5301,27
2020/7/5,185890.0724,27
2020/7/6,187565.4392,27
2020/7/7,192082.8504,28
2020/7/8,192519.392,28
2020/7/9,192779.5012,27
2020/7/10,194285.8028,29
2020/7/11,191264.1309,29
2020/7/12,187599.4169,28
2020/7/13,190774.352,28
2020/7/14,195763.7592,28
2020/7/15,197076.3571,28
2020/7/16,191935.2389,29
2020/7/17,191835.6118,29
2020/7/18,194454.1884,28
2020/7/19,191260.7605,28
2020/7/20,191024.7033,29
2020/7/21,194161.994,28
2020/7/22,193428.1918,28
2020/7/23,193138.9812,28
2020/7/24,20313.5652,28
2020/7/25,192639.4813,29
2020/7/26,190808.2454,29
