ds,y,wd
2018/4/25,312499.6851,21
2018/4/26,302704.4976,22
2018/4/27,307030.3003,22
2018/4/28,308037.6795,22
2018/4/29,312415.7445,23
2018/4/30,290033.5213,25
2018/5/1,258863.9569,24
2018/5/2,315434.9107,23
2018/5/3,328679.3448,22
2018/5/4,310476.7512,22
2018/5/5,311655.0189,24
2018/5/6,311937.1643,24
2018/5/7,334173.4147,22
2018/5/8,320392.4278,23
2018/5/9,313916.4452,22
2018/5/10,306565.6252,21
2018/5/11,314508.8078,23
2018/5/12,318266.1976,24
2018/5/13,310069.2071,24
2018/5/14,338010.7439,24
2018/5/15,346404.0841,26
2018/5/16,343511.4032,26
2018/5/17,339916.84,26
2018/5/18,347766.527,27
2018/5/19,343726.3594,27
2018/5/20,336954.2418,26
2018/5/21,358528.7798,26
2018/5/22,363029.0504,26
2018/5/23,369600.4681,26
2018/5/24,362364.5489,27
2018/5/25,364296.7253,27
2018/5/26,353214.3933,28
2018/5/27,343580.1163,27
2018/5/28,366257.9054,26
2018/5/29,357012.042,27
2018/5/30,363534.0643,27
2018/5/31,356936.8977,27
2018/6/1,364523.4461,26
2018/6/2,340796.6705,25
2018/6/3,335672.3722,25
2018/6/4,353952.9258,26
2018/6/5,348637.6692,25
2018/6/6,333981.4833,25
2018/6/7,329136.7106,24
2018/6/8,318319.4937,24
2018/6/9,319362.532,25
2018/6/10,321746.9182,26
2018/6/11,340670.4113,26
2018/6/12,345233.2913,25
2018/6/13,326371.2555,25
2018/6/14,325861.3075,25
2018/6/15,322835.5566,24
2018/6/16,319356.907,25
2018/6/17,311579.6786,25
2018/6/18,297469.1659,27
2018/6/19,342093.4642,27
2018/6/20,347934.3381,28
2018/6/21,343674.9721,28
2018/6/22,343325.287,26
2018/6/23,320683.5605,25
2018/6/24,309764.6628,26
2018/6/25,323047.0885,26
2018/6/26,319557.7675,26
2018/6/27,329076.2233,26
2018/6/28,338669.8109,27
2018/6/29,339965.5641,27
2018/6/30,328747.8384,27
2018/7/1,324237.6697,28
2018/7/2,344515.6879,27
2018/7/3,340815.2326,27
2018/7/4,345668.0913,28
2018/7/5,346529.0891,28
2018/7/6,345338.5177,28
2018/7/7,327533.4564,27
2018/7/8,311845.6033,26
2018/7/9,333871.0008,26
2018/7/10,338169.6503,27
2018/7/11,345017.2822,28
2018/7/12,346219.178,26
2018/7/13,337905.7847,25
2018/7/14,316234.2938,25
2018/7/15,300208.2736,25
2018/7/16,326717.1367,27
2018/7/17,340721.3488,27
2018/7/18,340140.1947,26
2018/7/19,341051.4536,27
2018/7/20,338734.7472,27
2018/7/21,334990.5102,27
2018/7/22,323992.6014,26
2018/7/23,334746.9802,26
2018/7/24,323537.3724,25
2018/7/25,335294.6755,26
2018/7/26,333664.0794,26
2018/7/27,334034.0598,26
2018/7/28,334137.8221,26
2018/7/29,323327.1982,27
2018/7/30,343757.7141,26
2018/7/31,338377.7882,26
2018/8/1,334544.5489,26
2018/8/2,347313.1749,27
2018/8/3,339869.4327,27
2018/8/4,336312.7139,27
2018/8/5,327322.7001,27
2018/8/6,314792.6266,26
2018/8/7,343121.7601,27
2018/8/8,340970.6304,27
2018/8/9,357176.2753,26
2018/8/10,344199.5342,27
2018/8/11,337770.3261,25
2018/8/12,290256.7888,25
2018/8/13,283796.4423,26
2018/8/14,272743.8822,26
2018/8/15,268257.4855,26
2018/8/16,268514.7311,26
2018/8/17,266180.7501,26
2018/8/18,256786.5519,27
2018/8/19,246401.0722,27
2018/8/20,272338.7201,27
2018/8/21,275028.216,26
2018/8/22,275697.5684,26
2018/8/23,269958.0457,26
2018/8/24,274842.2373,27
2018/8/25,272888.9935,27
2018/8/26,241625.1351,27
2018/8/27,268094.9856,25
2018/8/28,266286.7285,25
2018/8/29,262305.8176,25
2018/8/30,265503.1347,25
2018/8/31,261641.3498,26
2018/9/1,237811.1855,24
2018/9/2,230829.129,26
2018/9/3,276333.4709,25
2018/9/4,282368.4747,26
2018/9/5,292087.8902,26
2018/9/6,292006.3328,25
2018/9/7,271835.9353,24
2018/9/8,249337.9048,24
2018/9/9,257609.4981,24
2018/9/10,263244.4548,25
2018/9/11,264129.1541,24
2018/9/12,265397.0444,25
2018/9/13,277796.9679,25
2018/9/14,272213.4222,27
2018/9/15,259843.624,27
2018/9/16,209274.9561,25
2018/9/17,238779.9619,25
2018/9/18,283243.0496,26
2018/9/19,287887.8111,26
2018/9/20,289597.4628,26
2018/9/21,292810.9729,26
2018/9/22,258611.7026,25
2018/9/23,243532.8134,24
2018/9/24,232681.9612,25
2018/9/25,256254.4936,25
2018/9/26,265566.5182,24
2018/9/27,259193.264,24
2018/9/28,250222.4241,23
2018/9/29,250581.8154,22
2018/9/30,249162.635,22
2018/10/1,203042.6174,21
2018/10/2,196085.172,21
2018/10/3,208289.3521,21
2018/10/4,224067.6574,21
2018/10/5,251425.0821,21
2018/10/6,231797.9125,20
2018/10/7,251232.5232,22
2018/10/8,259753.5455,23
2018/10/9,271640.6306,22
2018/10/10,244692.5774,20
2018/10/11,240051.839,18
2018/10/12,234827.8882,20
2018/10/13,240226.0696,20
2018/10/14,233358.0735,23
2018/10/15,249506.5512,20
2018/10/16,259140.6021,19
2018/10/17,253941.3484,18
2018/10/18,237887.0293,20
2018/10/19,240491.0834,21
2018/10/20,243357.0834,21
2018/10/21,251570.1472,22
2018/10/22,247570.3712,22
2018/10/23,247275.1122,19
2018/10/24,253760.2418,20
2018/10/25,254841.8517,21
2018/10/26,244744.8472,19
2018/10/27,236863.3254,18
2018/10/28,224625.24,16
2018/10/29,243754.5894,17
2018/10/30,230507.2667,19
2018/10/31,241402.7491,20
2018/11/1,249367.0439,19
2018/11/2,245990.9367,19
2018/11/3,225125.5962,19
2018/11/4,228912.8734,19
2018/11/5,245101.2635,20
2018/11/6,247661.4391,21
2018/11/7,240158.1348,19
2018/11/8,254604.9035,18
2018/11/9,237240.1517,18
2018/11/10,236685.0754,19
2018/11/11,240181.8901,21
2018/11/12,245964.0069,20
2018/11/13,256275.8323,20
2018/11/14,245091.144,20
2018/11/15,237749.486,22
2018/11/16,248203.4635,19
2018/11/17,219495.1758,18
2018/11/18,218270.1556,16
2018/11/19,238926.169,15
2018/11/20,227894.2396,19
2018/11/21,241424.7649,14
2018/11/22,253205.3088,12
2018/11/23,239794.5634,14
2018/11/24,235864.523,15
2018/11/25,238088.8585,16
2018/11/26,235679.9486,15
2018/11/27,249121.7536,17
2018/11/28,227232.8951,14
2018/11/29,237869.1433,15
2018/11/30,242030.9733,17
2018/12/1,226508.601,17
2018/12/2,226603.6008,20
2018/12/3,236339.2205,19
2018/12/4,235396.8346,19
2018/12/5,238172.4229,20
2018/12/6,249723.9204,14
2018/12/7,227886.3399,12
2018/12/8,233147.8865,9
2018/12/9,228552.2064,8
2018/12/10,251665.0151,10
2018/12/11,227857.8582,8
2018/12/12,237376.537,7
2018/12/13,240886.4539,9
2018/12/14,251596.3415,10
2018/12/15,230520.1612,12
2018/12/16,215408.8776,12
2018/12/17,238549.9946,10
2018/12/18,243089.2921,10
2018/12/19,251731.0204,15
2018/12/20,255653.0522,19
2018/12/21,250612.1769,17
2018/12/22,228157.3966,18
2018/12/23,226937.5863,14
2018/12/24,247573.567,13
2018/12/25,238607.8424,14
2018/12/26,235838.4681,14
2018/12/27,249269.0021,13
2018/12/28,227622.7723,8
2018/12/29,225655.8565,5
2018/12/30,218528.5403,5
2018/12/31,231975.9178,4
2019/1/1,188674.3413,7
2019/1/2,227172.8139,6
2019/1/3,233401.553,9
2019/1/4,229214.9112,12
2019/1/5,233426.76,12
2019/1/6,214906.597,11
2019/1/7,235772.3304,12
2019/1/8,237050.3499,12
2019/1/9,223549.0417,11
2019/1/10,238675.7713,13
2019/1/11,237232.8014,15
2019/1/12,217039.7622,14
2019/1/13,210945.4574,16
2019/1/14,223673.1991,15
2019/1/15,211178.0452,12
2019/1/16,219299.5296,10
2019/1/17,224100.4971,9
2019/1/18,216567.1573,9
2019/1/19,196901.0573,14
2019/1/20,221681.14,12
2019/1/21,201887.5215,8
2019/1/22,204425.9432,7
2019/1/23,197637.4668,9
2019/1/24,189493.0217,12
2019/1/25,185274.8467,12
2019/1/26,198862.3017,10
2019/1/27,179794.7647,12
2019/1/28,184972.4063,12
2019/1/29,178938.4247,14
2019/1/30,175921.6149,15
2019/1/31,172883.5067,12
2019/2/1,163268.8695,12
2019/2/2,161568.5224,15
2019/2/3,166368.4748,16
2019/2/4,162858.8448,18
2019/2/5,160471.4152,19
2019/2/6,158909.6637,20
2019/2/7,145996.1086,21
2019/2/8,163450.4612,20
2019/2/9,158400.8688,16
2019/2/10,158544.1589,12
2019/2/11,153842.3482,8
2019/2/12,169249.054,11
2019/2/13,174551.2953,18
2019/2/14,192240.3712,17
2019/2/15,188532.2608,17
2019/2/16,181453.2956,16
2019/2/17,207459.6176,12
2019/2/18,207425.6102,13
2019/2/19,212255.7871,16
2019/2/20,218099.4749,18
2019/2/21,217831.4221,15
2019/2/22,223110.3519,11
2019/2/23,207902.4986,11
2019/2/24,212263.2892,9
2019/2/25,243954.4061,12
2019/2/26,244053.7321,11
2019/2/27,219954.0679,15
2019/2/28,235712.986,15
2019/3/1,223633.4356,16
2019/3/2,218199.2487,15
2019/3/3,237327.9079,13
2019/3/4,237505.7461,13
2019/3/5,237831.3269,15
2019/3/6,240147.1002,14
2019/3/7,238823.3382,13
2019/3/8,232251.5569,13
2019/3/9,242184.7398,13
2019/3/10,220253.11,12
2019/3/11,237251.1869,14
2019/3/12,238754.715,14
2019/3/13,235930.439,17
2019/3/14,227109.9776,18
2019/3/15,250784.9654,14
2019/3/16,232884.0187,17
2019/3/17,218047.6153,17
2019/3/18,235449.2714,17
2019/3/19,238795.0647,19
2019/3/20,228999.3157,22
2019/3/21,233919.7604,22
2019/3/22,246954.1098,18
2019/3/23,230747.1939,13
2019/3/24,227333.69,12
2019/3/25,234633.7626,14
2019/3/26,235059.3503,18
2019/3/27,239449.5662,20
2019/3/28,229795.1515,21
2019/3/29,233082.6372,21
2019/3/30,224920.7216,20
2019/3/31,216054.4806,18
2019/4/1,236762.089,16
2019/4/2,240892.9391,17
2019/4/3,242392.9409,20
2019/4/4,224295.7213,17
2019/4/5,203214.8587,18
2019/4/6,216375.1133,21
2019/4/7,246176.564,22
2019/4/8,251748.967,24
2019/4/9,247087.9891,24
2019/4/10,255334.1018,22
2019/4/11,245908.9843,23
2019/4/12,239987.6518,16
2019/4/13,239953.277,17
2019/4/14,234393.2908,20
2019/4/15,236479.0566,20
2019/4/16,241856.5226,19
2019/4/17,232647.6373,20
2019/4/18,234484.0117,22
2019/4/19,231008.4627,22
2019/4/20,234317.8856,20
2019/4/21,236016.151,23
2019/4/22,258492.9765,24
2019/4/23,265531.6487,24
2019/4/24,264483.2432,25
2019/4/25,269944.9884,25
2019/4/26,260520.493,25
2019/4/27,238817.3154,22
2019/4/28,253590.0153,22
2019/4/29,273088.2867,23
2019/4/30,238065.7254,21
2019/5/1,206913.6718,19
2019/5/2,216627.9483,20
2019/5/3,223189.5312,20
2019/5/4,217224.3858,21
2019/5/5,247172.2314,18
2019/5/6,244074.5076,19
2019/5/7,235570.9888,19
2019/5/8,245802.7148,19
2019/5/9,247705.8771,20
2019/5/10,264093.2161,23
2019/5/11,260864.259,24
2019/5/12,244543.2923,23
2019/5/13,265384.3795,25
2019/5/14,279394.9885,26
2019/5/15,260222.4152,26
2019/5/16,267034.8254,26
2019/5/17,269511.5174,27
2019/5/18,257319.0494,27
2019/5/19,257887.8541,24
2019/5/20,265268.9761,24
2019/5/21,260941.3391,24
2019/5/22,258024.8496,24
2019/5/23,262874.4047,23
2019/5/24,259200.6693,24
2019/5/25,272310.9755,25
2019/5/26,247575.7249,24
2019/5/27,259160.8645,24
2019/5/28,267254.5948,24
2019/5/29,257981.1995,24
2019/5/30,256111.0611,24
2019/5/31,251267.5302,25
2019/6/1,244177.8973,25
2019/6/2,242945.7438,25
2019/6/3,243221.65,25
2019/6/4,275636.3116,26
2019/6/5,276693.7747,26
2019/6/6,275365.319,26
2019/6/7,221743.824,28
2019/6/8,248322.7241,28
2019/6/9,232768.6308,27
2019/6/10,253324.9411,24
2019/6/11,274152.8875,25
2019/6/12,242426.5674,24
2019/6/13,246777.0207,25
2019/6/14,195555.5414,25
2019/6/15,23883.3658,25
2019/6/16,182475.6018,26
2019/6/17,244356.9065,26
2019/6/18,255775.3042,26
2019/6/19,259798.6473,27
2019/6/20,270012.0151,28
2019/6/21,271250.199,28
2019/6/22,261386.7295,29
2019/6/23,245858.0528,26
2019/6/24,249584.8939,25
2019/6/25,244594.9278,26
2019/6/26,242001.2664,26
2019/6/27,253687.289,27
2019/6/28,277395.2804,28
2019/6/29,269802.4017,28
2019/6/30,248021.4011,28
2019/7/1,280719.9865,28
2019/7/2,277000.8188,25
2019/7/3,295079.4532,26
2019/7/4,300356.7927,26
2019/7/5,298731.0003,28
2019/7/6,274933.9807,28
2019/7/7,281723.1953,28
2019/7/8,285384.0127,28
2019/7/9,278746.6227,25
2019/7/10,289884.8988,26
2019/7/11,279444.2569,26
2019/7/12,273591.4651,27
2019/7/13,263236.665,28
2019/7/14,279543.9764,28
2019/7/15,283671.1782,27
2019/7/16,299738.2925,28
2019/7/17,306991.8744,29
2019/7/18,288794.2975,28
2019/7/19,292344.1216,28
2019/7/20,276643.4115,27
2019/7/21,260717.5432,27
2019/7/22,279549.3089,26
2019/7/23,277630.1956,26
2019/7/24,275877.3936,26
2019/7/25,299595.8039,27
2019/7/26,275392.9048,27
2019/7/27,277501.2251,27
2019/7/28,248842.2904,27
2019/7/29,283385.6617,28
2019/7/30,296007.8859,26
2019/7/31,281443.4167,26
2019/8/1,281193.1955,25
2019/8/2,281495.2938,25
2019/8/3,267913.1266,25
2019/8/4,255114.7797,27
2019/8/5,272920.6238,27
2019/8/6,303133.0668,28
2019/8/7,302552.4539,27
2019/8/8,285916.6942,28
2019/8/9,281650.2974,28
2019/8/10,274133.6232,28
2019/8/11,267838.3905,28
2019/8/12,289872.6779,27
2019/8/13,304405.386,27
2019/8/14,291944.9083,27
2019/8/15,287913.9792,26
2019/8/16,276972.8016,27
2019/8/17,273156.568,26
2019/8/18,259625.2649,25
2019/8/19,273049.6516,25
2019/8/20,299187.479,26
2019/8/21,301932.9103,27
2019/8/22,286900.1351,28
2019/8/23,280074.7905,27
2019/8/24,291851.7256,27
2019/8/25,257405.2012,26
2019/8/26,273727.7425,25
2019/8/27,273788.4613,27
2019/8/28,277895.626,27
2019/8/29,283085.6198,26
2019/8/30,278211.6335,26
2019/8/31,283806.2186,25
2019/9/1,255937.8864,25
2019/9/2,277304.1537,25
2019/9/3,297573.0452,24
2019/9/4,267032.9942,25
2019/9/5,271065.1978,25
2019/9/6,300331.1585,26
2019/9/7,279942.3555,27
2019/9/8,258103.5953,27
2019/9/9,309370.9799,26
2019/9/10,278924.4914,27
2019/9/11,292513.2692,27
2019/9/12,290473.6552,26
2019/9/13,243088.1468,27
2019/9/14,258157.6313,27
2019/9/15,269228.8331,26
2019/9/16,275426.499,25
2019/9/17,272293.6565,26
2019/9/18,280491.0116,25
2019/9/19,284883.3904,24
2019/9/20,282835.1853,23
2019/9/21,271116.9146,23
2019/9/22,277255.7448,22
2019/9/23,278458.0122,21
2019/9/24,273918.7077,23
2019/9/25,294237.3866,23
2019/9/26,265738.1122,23
2019/9/27,292103.0858,23
2019/9/28,272596.6027,23
2019/9/29,263497.8786,23
2019/9/30,261256.8348,22
2019/10/1,214467.2244,24
2019/10/2,237499.4411,25
2019/10/3,249484.6873,26
2019/10/4,260826.1344,25
2019/10/5,249096.2274,25
2019/10/6,252613.776,23
2019/10/7,285950.2348,23
2019/10/8,280650.9617,24
2019/10/9,278272.4917,23
2019/10/10,277977.5293,25
2019/10/11,300026.7991,25
2019/10/12,283411.5775,24
2019/10/13,251931.3991,23
2019/10/14,264197.8172,23
2019/10/15,258957.6355,23
2019/10/16,256592.8598,23
2019/10/17,274061.5853,21
2019/10/18,284672.56,20
2019/10/19,246433.4233,22
2019/10/20,245985.8111,22
2019/10/21,279116.2978,21
2019/10/22,285540.7684,22
2019/10/23,274832.193,22
2019/10/24,272041.1134,22
2019/10/25,253212.1644,21
2019/10/26,260785.3083,21
2019/10/27,245126.2513,20
2019/10/28,278581.4689,19
2019/10/29,259587.8228,17
2019/10/30,250303.9208,17
2019/10/31,250801.0251,19
2019/11/1,249899.2789,20
2019/11/2,263331.1742,23
2019/11/3,262297.3257,20
2019/11/4,241222.0118,18
2019/11/5,239490.3791,17
2019/11/6,238959.965,18
2019/11/7,237749.85,17
2019/11/8,237156.4228,17
2019/11/9,231231.9446,17
2019/11/10,224945.1091,16
2019/11/11,236751.4103,17
2019/11/12,241285.5808,19
2019/11/13,243199.6094,16
2019/11/14,237979.5324,16
2019/11/15,238679.0654,18
2019/11/16,232602.2116,20
2019/11/17,222339.313,18
2019/11/18,239452.9279,14
2019/11/19,233660.7969,14
2019/11/20,233587.0946,15
2019/11/21,233638.9529,17
2019/11/22,235072.4417,17
2019/11/23,231048.4716,17
2019/11/24,225095.4411,17
2019/11/25,237480.9969,16
2019/11/26,233463.8334,18
2019/11/27,236197.7654,15
2019/11/28,232442.1369,12
2019/11/29,231205.5517,12
2019/11/30,224660.4546,13
2019/12/1,214331.1627,13
2019/12/2,228045.9553,10
2019/12/3,229891.9537,10
2019/12/4,231311.433,11
2019/12/5,232349.0211,13
2019/12/6,229628.4804,9
2019/12/7,225936.5436,8
2019/12/8,217697.2033,10
2019/12/9,233147.4102,10
2019/12/10,229655.5202,10
2019/12/11,229995.8241,10
2019/12/12,231137.8087,12
2019/12/13,231496.4811,15
2019/12/14,226210.4675,14
2019/12/15,214685.7306,15
2019/12/16,230819.5641,19
2019/12/17,235242.7836,19
2019/12/18,239197.4133,16
2019/12/19,234356.3417,13
2019/12/20,231553.1555,13
2019/12/21,226063.6785,13
2019/12/22,218088.188,16
2019/12/23,230638.5975,15
2019/12/24,232945.0433,18
2019/12/25,232385.5684,16
2019/12/26,232210.9356,11
2019/12/27,230640.7355,10
2019/12/28,224488.8268,12
2019/12/29,217863.6872,15
2019/12/30,226062.6194,14
2019/12/31,220699.741,14
2020/1/1,186710.5015,14
2020/1/2,226577.925,15
2020/1/3,228546.9143,15
2020/1/4,224754.6597,16
2020/1/5,219153.2883,16
2020/1/6,228658.4205,20
2020/1/7,227857.8454,16
2020/1/8,225055.1678,15
2020/1/9,224447.7094,17
2020/1/10,222878.8863,19
2020/1/11,213847.3807,11
2020/1/12,202173.6823,9
2020/1/13,208829.778,12
2020/1/14,200661.6337,15
2020/1/15,193271.042,14
2020/1/16,187361.9988,13
2020/1/17,179869.6692,10
2020/1/18,167295.7811,12
2020/1/19,163151.2481,12
2020/1/20,152769.2001,12
2020/1/21,146109.7837,15
2020/1/22,135736.2162,18
2020/1/23,133852.9283,19
2020/1/24,125301.7075,19
2020/1/25,122493.5165,11
2020/1/26,120613.2124,7
2020/1/27,117852.1971,7
2020/1/28,117880.9752,7
2020/1/29,115131.6854,8
2020/1/30,116242.4956,8
2020/1/31,117684.5322,8
2020/2/1,116895.8552,10
2020/2/2,116823.3108,14
2020/2/3,120958.6412,11
2020/2/4,122151.101,11
2020/2/5,121963.0829,13
2020/2/6,121954.5717,14
2020/2/7,121692.6566,12
2020/2/8,120351.8711,13
2020/2/9,120932.5666,12
2020/2/10,133443.7027,14
2020/2/11,133753.3441,14
2020/2/12,136577.4429,16
2020/2/13,140354.506,17
2020/2/14,142360.0218,19
2020/2/15,141283.8109,8
2020/2/16,135959.8746,6
2020/2/17,149498.3959,6
2020/2/18,154987.9058,8
2020/2/19,157457.0563,10
2020/2/20,156564.737,12
2020/2/21,158898.8226,14
2020/2/22,158567.783,15
2020/2/23,157525.5182,16
2020/2/24,174219.0767,18
2020/2/25,179694.9678,18
2020/2/26,183243.7558,19
2020/2/27,187007.3985,18
2020/2/28,188934.4104,19
2020/2/29,185021.5556,18
2020/3/1,183684.2804,19
2020/3/2,199212.3436,18
2020/3/3,203077.9186,18
2020/3/4,204808.4827,13
2020/3/5,205582.1061,14
2020/3/6,206566.1593,18
2020/3/7,202235.5632,18
2020/3/8,198965.8769,22
2020/3/9,211462.2587,18
2020/3/10,210787.2708,16
2020/3/11,210818.9798,18
2020/3/12,212935.9473,18
2020/3/13,216219.9177,18
2020/3/14,210398.9051,16
2020/3/15,199176.0094,17
2020/3/16,214051.5377,19
2020/3/17,218995.4539,20
2020/3/18,217222.2499,18
2020/3/19,218764.6156,19
2020/3/20,219301.3436,21
2020/3/21,215129.7922,21
2020/3/22,210148.3479,21
2020/3/23,226618.2772,22
2020/3/24,225640.7489,22
2020/3/25,227029.7221,22
2020/3/26,225678.0687,20
2020/3/27,229461.074,17
2020/3/28,217455.8512,17
2020/3/29,211410.0279,18
2020/3/30,220588.6655,13
2020/3/31,221351.5861,13
2020/4/1,219790.1622,14
2020/4/2,219922.0643,14
2020/4/3,213644.6685,16
2020/4/4,179822.8472,15
2020/4/5,195843.6085,15
2020/4/6,212661.1811,14
2020/4/7,219099.1377,16
2020/4/8,219307.1996,17
2020/4/9,221256.1754,19
2020/4/10,221751.6845,19
2020/4/11,219161.8721,15
2020/4/12,205927.6451,11
2020/4/13,216379.2615,15
2020/4/14,220683.7283,15
2020/4/15,218637.1264,16
2020/4/16,220533.0261,18
2020/4/17,222598.921,21
2020/4/18,217453.591,22
2020/4/19,212899.7464,23
2020/4/20,234212.9114,24
2020/4/21,240529.4849,21
2020/4/22,224067.8655,18
2020/4/23,221456.5895,16
2020/4/24,219363.1136,15
2020/4/25,213296.4319,17
2020/4/26,212945.8688,19
2020/4/27,225364.9906,19
2020/4/28,231139.5146,20
2020/4/29,229704.7657,21
2020/4/30,227360.89,22
2020/5/1,186706.6413,23
2020/5/2,203371.0194,25
2020/5/3,215756.9538,25
2020/5/4,236955.1598,26
2020/5/5,244282.8308,27
2020/5/6,261604.5763,27
2020/5/7,264723.7923,28
2020/5/8,268339.1965,28
2020/5/9,267807.6531,27
2020/5/10,245702.5655,25
2020/5/11,264033.0126,24
2020/5/12,257740.9466,24
2020/5/13,262774.6737,26
2020/5/14,262234.4142,25
2020/5/15,264469.1725,26
2020/5/16,250365.3522,26
2020/5/17,234578.3838,24
2020/5/18,258178.845,24
2020/5/19,261626.276,24
2020/5/20,266453.7253,25
2020/5/21,268825.3403,25
2020/5/22,263825.0627,25
2020/5/23,247261.8511,24
2020/5/24,236934.3833,25
2020/5/25,263928.8327,25
2020/5/26,268193.1167,26
2020/5/27,258399.7289,25
2020/5/28,258465.6552,25
2020/5/29,265589.133,25
2020/5/30,248501.9858,26
2020/5/31,238017.5703,26
2020/6/1,265452.3274,26
2020/6/2,259558.8689,26
2020/6/3,262939.7895,25
2020/6/4,269998.3766,26
2020/6/5,272392.3744,25
2020/6/6,252122.1456,25
2020/6/7,234502.2087,25
2020/6/8,262500.656,26
2020/6/9,265019.4936,26
2020/6/10,264516.5225,26
2020/6/11,269195.9514,27
2020/6/12,270836.7008,27
2020/6/13,259351.9978,26
2020/6/14,238621.8203,25
2020/6/15,268854.317,26
2020/6/16,269116.8829,26
2020/6/17,269540.8402,25
2020/6/18,272122.2214,26
2020/6/19,271442.889,27
2020/6/20,259912.4941,27
2020/6/21,249366.7669,28
2020/6/22,278392.7457,28
2020/6/23,278194.7777,29
2020/6/24,278263.5323,28
2020/6/25,221704.5348,27
2020/6/26,247414.303,27
2020/6/27,254672.2025,27
2020/6/28,272459.5273,28
2020/6/29,274207.2761,28
2020/6/30,276624.7687,28
2020/7/1,273928.2459,26
2020/7/2,278968.6794,27
2020/7/3,273194.8865,27
2020/7/4,260221.9505,27
2020/7/5,248608.1813,27
2020/7/6,278611.3353,27
2020/7/7,280185.3914,28
2020/7/8,280456.5578,28
2020/7/9,282065.4657,27
2020/7/10,282146.8626,29
2020/7/11,269497.5368,29
2020/7/12,254936.1622,28
2020/7/13,283502.8823,28
2020/7/14,285426.857,28
2020/7/15,284451.525,28
2020/7/16,283500.5422,29
2020/7/17,282914.6269,29
2020/7/18,271810.6729,28
2020/7/19,254613.0269,28
2020/7/20,281874.1932,29
2020/7/21,282534.9592,28
2020/7/22,281338.6125,28
2020/7/23,282416.8673,28
2020/7/24,283157.2516,28
2020/7/25,271266.5525,29
2020/7/26,254224.4318,29
